,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,0.01829280658703434,0.015256262537711077,0.019603961864864256,0.05153759481681772,0.09796663894600413,0.2296093842572641,0.20020996921983544,0.06215675064926927,0.28,0.6394858871299531,0.28,1.6439976017331497,0.3349728838735576,0.01990827476196285,0.010846660839217879,0.0992700246967057,0.2343328965990178,0.2648110864074972,0.03202690156968616,0.14559138445080286,0.06774160824616446,1.51,0.028348842661210613,1.75
1,0.021703799456587534,0.01773098163846642,0.03455727933907923,0.03843897291783148,0.3611571148620133,0.41299378170605616,0.15446778336880462,0.07006857040672036,0.28,0.6283257602302754,0.28,1.358485855972422,0.3591042117483838,0.01800996981861424,0.011315495650144647,0.11731854258265324,0.21426099344274216,0.24846706837123392,0.021953884295506564,0.13543112807327828,0.06189484907872628,1.51,0.023005164852940147,1.75
2,0.010267714459445954,0.014690279647855568,0.03587288075214896,0.05619275777853599,0.094515407213857,0.5298919063626085,0.03627694988170819,0.2625125906524254,0.28,0.5887754058262847,0.28,1.4857792899763869,0.38545661319304775,0.018732519871301895,0.011455264771690876,0.08121879840886266,0.22198886330606385,0.2552705401803098,0.037580559059293195,0.16735525716567157,0.05897552705080611,1.51,0.030385859234873115,1.75
3,0.019283991522346805,0.017978332642732006,0.03628696052577153,0.04087200324923625,0.16941689754921743,0.15616342454878307,0.2489854050574072,0.09555793984298096,0.28,0.26237542249095813,0.28,1.3234302670902385,0.38094754015090737,0.017539895851342847,0.011164868494882662,0.12094147684054235,0.008292327552684192,0.23803121246148481,0.02920772044145923,0.23660074442939155,0.06241196069980385,1.51,0.02183592149097793,1.75
4,0.02100850242351404,0.012913808204749445,0.021428989034172008,0.04723746325948263,0.41473432004557975,0.08626015576852224,0.29144711000924983,0.5830305375589623,0.28,0.633561229833543,0.28,1.1550363727378454,0.36887057766322284,0.019219638515867898,0.011029662482717495,0.09591906485468715,0.0905895797648383,0.2479984990397601,0.04387946287454325,0.23411695547109343,0.07439354774251469,1.51,0.03161515192609749,1.75
5,0.015285740439034013,0.018682111802958222,0.043995931219651,0.025638540911535168,0.44678090289513084,0.4095490431490797,0.44511054492585644,0.4849395866945929,0.28,1.0326463943307036,0.28,1.441993044335889,0.3314383225042039,0.018592969008414725,0.011253004609090008,0.08441468983455966,0.18535892821845104,0.25637675116809927,0.029317913578477545,0.33526217274122827,0.09649083137968477,1.51,0.023936376209427877,1.75
6,0.01004203229380842,0.01570608556681723,0.05107462888152961,0.026214367412081364,0.3316041363296066,0.10105126517417505,0.06558011452186066,0.41705617243509596,0.28,1.0960708430675525,0.28,1.310802347836619,0.36035952748439987,0.019958259386226453,0.011138060678284222,0.09054539413302146,0.12813968343582294,0.24194131396051244,0.0122634628452653,0.25310266341015086,0.06131026123837028,1.51,0.023801547419984328,1.75
7,0.013300269758818966,0.01048267080123365,0.02213019927322156,0.020595258939119593,0.633350423396329,0.4517603186318323,0.5488901383991491,0.28034349988750307,0.28,0.6556156953928185,0.28,1.7122935734389728,0.3613370598358221,0.01835956298431217,0.01134739052190874,0.12006186693331267,0.026206802583211064,0.23848603093165385,0.038951595519376644,0.234727228488621,0.05733807831372028,1.51,0.03492442938699849,1.75
8,0.011936175714136047,0.01677002098160153,0.02458127381969092,0.01615099800541146,0.060214951730060355,0.2338438973180085,0.2791945716476729,0.1269006280369272,0.28,0.35440279785719375,0.28,1.1327798619726215,0.36752060395607883,0.017327347026782212,0.01141821048021157,0.11414744196098117,0.255090737255878,0.24495003708275076,0.02435786626079258,0.37793141247415835,0.07134087279442758,1.51,0.03091350037412651,1.75
9,0.011837142865661981,0.017547022297478784,0.047726474678023996,0.03253745924505053,0.04699034107164306,0.04878566606371128,0.5015774902275262,0.3493727553478171,0.28,0.6944615857810017,0.28,1.1673841784980923,0.3729706713801079,0.018340483414538877,0.01105891815708846,0.09040129456426622,0.04656728237665331,0.2627135085285811,0.02891494751246359,0.2661227713833705,0.06098844342599452,1.51,0.028572919344245922,1.75
10,0.014915719997799247,0.010867207491432608,0.013061558542393941,0.0183513123557085,0.23143974374713874,0.5081842360742176,0.45250039730866665,0.40538590985637124,0.28,0.2413536565960366,0.28,1.349828411788788,0.35960373307463456,0.019278400839309203,0.011174288045989678,0.10896602212059997,0.09015720069579904,0.2575801188253635,0.03395446511238678,0.4037620275646912,0.07431434994949758,1.51,0.029672003557393918,1.75
11,0.01849712155440577,0.012791211459447092,0.021011632763887112,0.025352368069102717,0.5560716313447077,0.593376775126124,0.1665459500391965,0.3076261594619871,0.28,0.38888133966220817,0.28,1.7497979663342864,0.35540016659665236,0.018749417707232503,0.011052343049599303,0.09541557838616761,0.11370650281964344,0.24375454139517602,0.00879824701289485,0.2926348586930312,0.08022836416070656,1.51,0.03476546900038519,1.75
